base_title,episodes,year,rating,genres,mood,complexity,pacing,target_audience,themes,setting,art_style,popularity_score
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,12,2021,7.5,"['Action', 'Fantasy', 'Isekai']",strategic_isekai,medium,medium,mature,assassination_reincarnation_nobility,fantasy_world,modern,84
The Executioner and Her Way of Life,12,2022,7.1,"['Action', 'Adventure', 'Fantasy']",isekai_twist,medium,medium,mature,isekai_killing_yuri,fantasy_world,modern,79
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,12,2022,6.5,"['Action', 'Adventure', 'Fantasy', 'Isekai']",op_mc,low,medium,teen,isekai_op_mc_slimes,fantasy_world,standard,76
Black Summoner,12,2022,6.9,"['Action', 'Fantasy', 'Isekai']",battle_junkie,low,medium,teen,isekai_summoner_op_mc,fantasy_world,standard,78
Chillin' in My 30s after Getting Fired from the Demon King's Army,12,2023,6.6,"['Adventure', 'Fantasy', 'Slice of Life']",relaxed,low,slow,teen_adult,slice_of_life_demons_humans,fantasy_village,standard,74
Campfire Cooking in Another World with My Absurd Skill,12,2023,7.6,"['Adventure', 'Comedy', 'Fantasy', 'Isekai']",food,low,slow,teen,isekai_cooking_op_pets,fantasy_world,soft,82
The Eminence in Shadow,32,2022,8.1,"['Action', 'Comedy', 'Fantasy', 'Isekai']",delusional_mc,medium,medium,teen_adult,parody_op_mc_misunderstandings,fantasy_world,modern,88
Mobile Suit Gundam: Iron-Blooded Orphans,50,2015,8.0,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",gritty,high,medium,mature,child_soldiers_war_family,mars_space,detailed,83
Mobile Suit Gundam: The 08th MS Team,12,1996,8.0,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",grounded,medium,medium,mature,war_realism_romance,future_earth_jungle,classic_90s,78
Mobile Suit Gundam Unicorn,7,2010,8.4,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",cinematic,high,slow,mature,war_ideology_newtypes,space_opera,high_quality,81
Mobile Suit Gundam Thunderbolt,8,2015,8.0,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",jazzy,high,fast,mature,war_rivalry_jazz,space_war,dark_detailed,79
Code Geass: Lelouch of the Rebellion R2,25,2008,8.9,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",climactic,high,fast,mature,revolution_sacrifice_world_domination,alternate_history,detailed,94
Aldnoah.Zero,24,2014,7.2,"['Action', 'Mecha', 'Sci-Fi']",strategic,high,medium,mature,war_strategy_ideology,earth_mars,sleek,82
Knights of Sidonia,24,2014,7.7,"['Action', 'Mecha', 'Sci-Fi', 'Suspense']",space_horror,high,medium,mature,post_apocalyptic_space_survival,space_ship,cgi,79
Valvrave the Liberator,24,2013,7.0,"['Action', 'Mecha', 'Sci-Fi']",over_the_top,medium,fast,mature,revolution_vampires_mecha,space_academy,sunrise,78
Guilty Crown,22,2011,7.2,"['Action', 'Drama', 'Sci-Fi']",stylish,medium,fast,mature,revolution_voids_virus,futuristic_tokyo,beautiful,87
DARLING in the FRANXX,24,2018,7.2,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",controversial,medium,medium,mature,love_humanity_monsters,dystopian_future,trigger,90
SSSS.Gridman,12,2018,7.3,"['Action', 'Mecha', 'Sci-Fi']",tokusatsu,high,medium,teen,kaiju_memory_heroes,modern_japan,trigger,80
SSSS.Dynazenon,12,2021,7.5,"['Action', 'Mecha', 'Sci-Fi']",character_driven,high,medium,teen,kaiju_relationships_heroes,modern_japan,trigger,78
Getter Robo Armageddon,13,1998,7.3,"['Action', 'Horror', 'Mecha', 'Sci-Fi']",apocalyptic,medium,fast,mature,evolution_horror_mecha,post_apocalyptic_earth,classic_ova,72
Gunbuster,6,1988,8.1,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",epic_finale,high,medium,mature,time_dilation_war_effort,space,classic_80s,76
Diebuster (Gunbuster 2),6,2004,7.8,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",energetic,medium,fast,mature,coming_of_age_space_monsters,far_future,gainax,75
The Big O,26,1999,7.5,"['Action', 'Mecha', 'Mystery', 'Sci-Fi']",noir,high,episodic,mature,amnesia_megadeus_negotiator,amnesiac_city,retro_futuristic,77
Martian Successor Nadesico,26,1996,7.7,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",parody,medium,medium,teen,parody_space_opera_war,space,classic_90s,74
RahXephon,26,2002,7.4,"['Action', 'Drama', 'Mecha', 'Mystery', 'Sci-Fi']",eva_like,very_high,slow,mature,music_reality_love,tokyo_jupiter,artistic,71
Bokurano,24,2007,7.7,"['Drama', 'Mecha', 'Sci-Fi', 'Suspense']",depressing,high,slow,mature,sacrifice_despair_humanity,modern_japan,stark,75
Fafner in the Azure,26,2004,7.2,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",tragic,high,medium,mature,alien_invasion_despair,isolated_island,standard,70
Majestic Prince,24,2013,7.4,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",team_comedy,medium,medium,teen,teamwork_genetics_mecha,space,sleek,72
Knights of the Zodiac: Saint Seiya,114,1986,7.9,"['Action', 'Adventure', 'Fantasy']",mythological,low,medium,teen,constellations_saints_gods,modern_world_sanctuary,classic_80s,85
Fist of the North Star,109,1984,7.8,"['Action', 'Drama']",hyper_violent,low,medium,mature,post_apocalypse_martial_arts,post_apocalyptic_wasteland,classic_80s,82
City Hunter,140,1987,7.9,"['Action', 'Comedy', 'Mystery']",cool,low,episodic,mature,private_detective_action_comedy,80s_tokyo,retro,79
Urusei Yatsura,195,1981,7.7,"['Comedy', 'Romance', 'Sci-Fi']",wacky,low,episodic,teen,alien_love_comedy,modern_japan,retro,78
Maison Ikkoku,96,1986,8.12,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",heartwarming,low,slow,mature,love_adulthood_patience,80s_boarding_house,retro,76
Ranma 1/2,161,1989,7.7,"['Comedy', 'Action', 'Romance']",chaotic,low,episodic,teen,martial_arts_gender_bender_love,modern_japan,retro,88
Patlabor: The Mobile Police,47,1989,7.5,"['Comedy', 'Mecha', 'Sci-Fi']",grounded,low,episodic,mature,mecha_police_work_slice_of_life,near_future_tokyo,realistic,70
Dirty Pair,24,1985,7.3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",destructive_duo,low,episodic,teen,sci_fi_consultants_comedy,space,classic_80s,71
Captain Harlock,42,1978,7.7,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",space_pirate,medium,medium,mature,freedom_rebellion_space_opera,space,leiji_matsumoto,75
Galaxy Express 999,113,1978,7.8,"['Adventure', 'Drama', 'Sci-Fi']",journey,medium,episodic,mature,immortality_humanity_journey,space,leiji_matsumoto,74
The Rose of Versailles,40,1979,8.3,"['Drama', 'Historical', 'Romance']",dramatic,high,slow,mature,revolution_gender_duty,18th_century_france,classic_shoujo,75
Ashita no Joe,126,1970,8.31,"['Sports', 'Drama']",gritty,medium,medium,mature,boxing_poverty_rivalry,post_war_tokyo,retro,72
Aim for the Ace!,26,1973,7.4,"['Sports', 'Drama']",classic_sports,low,medium,teen,tennis_hard_work_rivalry,70s_school,retro,68
Heidi, Girl of the Alps,52,1974,7.8,"['Drama', 'Slice of Life']",classic,low,slow,family,childhood_nature_family,swiss_alps,world_masterpiece,70
Anne of Green Gables,50,1979,7.9,"['Drama', 'Slice of Life']",classic,low,slow,family,imagination_family_growing_up,prince_edward_island,world_masterpiece,72
Lupin the Third Part II,155,1977,8.0,"['Action', 'Adventure', 'Comedy']",gentleman_thief,low,episodic,teen_adult,heists_adventure_comedy,international,classic_70s,82
Future Boy Conan,26,1978,8.1,"['Adventure', 'Drama', 'Sci-Fi']",optimistic,medium,medium,family,post_apocalypse_adventure_hope,post_apocalyptic_islands,miyazaki,76
Voltes V,40,1977,7.6,"['Action', 'Mecha', 'Sci-Fi']",super_robot,low,episodic,family,rebellion_family_super_robot,earth_space,retro,70
Doraemon,1787,1979,7.6,"['Comedy', 'Sci-Fi']",kids_classic,low,episodic,family,gadgets_friendship_childhood,modern_japan,classic,85
Crayon Shin-chan,1150,1992,7.7,"['Comedy', 'Slice of Life']",crude_humor,low,episodic,family,family_comedy_childhood,modern_japan,simple,83
Detective Conan (Case Closed),1100,1996,8.1,"['Adventure', 'Comedy', 'Mystery']",crime_solving,medium,episodic,teen,detective_mystery_crime,modern_japan,classic_90s,90
Pokémon,1200,1997,7.4,"['Action', 'Adventure', 'Comedy', 'Fantasy']",adventure,low,episodic,family,pokemon_friendship_journey,pokemon_world,classic,98
Digimon Adventure,54,1999,7.8,"['Action', 'Adventure', 'Comedy', 'Fantasy']",nostalgic,medium,medium,family,friendship_courage_digital_world,digital_world,classic_90s,92
Yu-Gi-Oh! Duel Monsters,224,2000,7.5,"['Action', 'Adventure', 'Fantasy']",card_games,low,medium,teen,card_games_friendship_egypt,modern_world,classic,94
Beyblade,51,2001,6.8,"['Action', 'Adventure', 'Sports']",spinning_tops,low,episodic,family,tournaments_friendship_bit_beasts,modern_world,classic,88
Medabots,52,1999,7.3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",robot_battles,low,episodic,family,robots_tournaments_friendship,near_future,classic_90s,80
Zoids: Chaotic Century,67,1999,7.6,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",mecha_animals,medium,medium,teen,war_mecha_adventure,planet_zi,classic_cgi,77
Initial D First Stage,26,1998,8.2,"['Action', 'Sports']",drifting,medium,medium,teen_adult,street_racing_cars_growth,gunma_japan,cgi_cars,85
Wangan Midnight,26,2007,7.6,"['Action', 'Sports']",highway_racing,medium,medium,mature,street_racing_cursed_car,tokyo_highways,dark,78
Capeta,52,2005,7.8,"['Sports']",karting,low,medium,teen,racing_father_son_dream,japan_racing,standard,73
Major,154,2004,8.2,"['Sports', 'Comedy', 'Drama']",baseball_saga,medium,slow,teen,baseball_life_perseverance,japan_america,classic,80
Cross Game,50,2009,8.4,"['Sports', 'Comedy', 'Drama', 'Romance']",emotional,medium,slow,teen,baseball_love_loss,modern_japan,adachi,81
Touch,101,1985,8.1,"['Sports', 'Comedy', 'Drama', 'Romance']",classic_romance,low,slow,teen,baseball_romance_twins,80s_school,adachi,75
H2,41,1995,7.9,"['Sports', 'Comedy', 'Drama', 'Romance']",baseball,low,slow,teen,baseball_friendship_romance,90s_school,adachi,73
Ace of Diamond,126,2013,8.3,"['Sports', 'Comedy']",intense_baseball,medium,medium,teen,baseball_teamwork_pitching,elite_high_school,dynamic,86
Big Windup!,38,2007,7.9,"['Sports', 'Comedy']",psychological_sports,medium,slow,teen,baseball_anxiety_teamwork,modern_school,simple,77
One Outs,25,2008,8.2,"['Sports', 'Suspense']",psychological,high,medium,mature,baseball_psychological_warfare,pro_baseball_japan,stylized,79
Eyeshield 21,145,2005,8.0,"['Sports', 'Comedy']",energetic,low,medium,teen,american_football_strategy_underdog,modern_school,dynamic,84
The Prince of Tennis,178,2001,7.8,"['Sports']",super_tennis,low,medium,teen,tennis_rivalry_special_moves,modern_school,classic,87
Baby Steps,50,2014,7.9,"['Sports', 'Romance']",strategic_tennis,medium,medium,teen,tennis_strategy_hard_work,modern_school,standard,80
Chihayafuru,75,2011,8.3,"['Sports', 'Drama', 'Romance']",passionate,medium,medium,teen,karuta_passion_friendship,modern_school,beautiful,83
Hikaru no Go,75,2001,8.1,"['Sports', 'Supernatural']",go,medium,medium,teen,go_ghost_rivalry,modern_japan,classic,79
The Knight in the Area,37,2012,7.1,"['Sports']",soccer,low,medium,teen,soccer_brotherhood_trauma,modern_school,standard,72
Whistle!,39,2002,7.3,"['Sports']",soccer,low,medium,teen,soccer_hard_work_team,modern_school,classic,70
Giant Killing,26,2010,8.1,"['Sports']",coaching,high,medium,mature,soccer_management_strategy,pro_soccer_japan,realistic,75
Days,24,2016,7.2,"['Sports']",hard_work,low,medium,teen,soccer_effort_friendship,modern_school,standard,76
Welcome to the Ballroom,24,2017,7.9,"['Sports', 'Drama']",elegant,medium,medium,teen,ballroom_dancing_passion_rivalry,modern_japan,dynamic,81
Yowamushi Pedal,112,2013,7.9,"['Sports', 'Comedy']",cycling,low,medium,teen,cycling_teamwork_otaku,modern_school,energetic,82
Ahiru no Sora,50,2019,7.5,"['Sports', 'Drama']",underdog,medium,medium,teen,basketball_height_determination,modern_school,standard,80
Hinomaru Sumo,24,2018,7.3,"['Sports']",sumo,low,medium,teen,sumo_underdog_friendship,modern_school,dynamic,74
Megalobox 2: Nomad,13,2021,8.2,"['Sports', 'Sci-Fi', 'Drama']",somber,medium,slow,mature,redemption_immigrant_boxing,dystopian_future,gritty,80
SK8 the Infinity,12,2021,8.0,"['Sports', 'Comedy']",exhilarating,low,fast,teen_adult,skateboarding_friendship_rivalry,okinawa,vibrant,88
Tsurune,26,2018,7.6,"['Sports', 'Drama']",calm,low,slow,teen,archery_friendship_overcoming_trauma,modern_school,kyoto_animation,79
Bakuten!!,12,2021,7.4,"['Sports', 'Drama']",gymnastics,low,medium,teen,rhythmic_gymnastics_teamwork,modern_school,clean,73
Wave!!: Let's Go Surfing!!,12,2021,6.1,"['Sports']",surfing,low,medium,teen,surfing_friendship,coastal_japan,standard,65
Salaryman's Club,12,2022,7.3,"['Sports', 'Slice of Life']",work_life,low,medium,adult,badminton_corporate_life,corporate_team,standard,71
Number24,12,2020,6.4,"['Sports']",rugby,low,medium,teen,rugby_friendship_university,university,standard,66
Skate-Leading Stars,12,2021,6.5,"['Sports']",skating,low,medium,teen,figure_skating_team_rivalry,high_school,standard,68
Re-Main,12,2021,6.9,"['Sports']",water_polo,low,medium,teen,water_polo_amnesia_teamwork,high_school,standard,70
Birdie Wing: Golf Girls' Story,25,2022,7.4,"['Sports']",over_the_top,low,fast,teen_adult,golf_mafia_rivalry,europe,colorful,72
Harukana Receive,12,2018,6.8,"['Sports', 'Slice of Life', 'Ecchi']",beach_volleyball,low,medium,teen,beach_volleyball_friendship,okinawa,cute,73
Iwa-Kakeru! -Sport Climbing Girls-,12,2020,6.2,"['Sports']",climbing,low,medium,teen,sport_climbing_friendship,high_school,standard,64
Keijo!!!!!!!!,12,2016,7.0,"['Sports', 'Comedy', 'Ecchi']",absurd,low,fast,mature,ecchi_sport_parody,training_school,vibrant,78
Uma Musume: Pretty Derby,26,2018,7.4,"['Sports', 'Slice of Life', 'Comedy']",energetic,low,medium,teen,horse_girls_racing_idols,racing_academy,cute,77
Idoly Pride,12,2021,6.9,"['Music', 'Drama']",idol,low,medium,teen,idols_tragedy_ghost,talent_agency,standard,71
Zombie Land Saga,24,2018,7.4,"['Comedy', 'Music', 'Supernatural']",idol,low,medium,teen,zombies_idols_comedy,modern_saga,colorful,83
Love Live! School Idol Project,26,2013,7.2,"['Music', 'Slice of Life']",idol,low,medium,teen,school_idols_friendship,modern_school,cute,86
The Idolmaster,25,2011,7.4,"['Music', 'Slice of Life', 'Comedy']",idol,low,medium,teen,idols_production_dreams,talent_agency,standard,81
Macross Plus,4,1994,8.0,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Music']",ai_idol,high,medium,mature,love_triangle_ai_mecha,space_colony,classic_90s,79
Macross 7,49,1994,7.1,"['Action', 'Mecha', 'Sci-Fi', 'Music']",rock_music,medium,episodic,teen,music_pacifism_space_vampires,space,classic_90s,72
Carole & Tuesday,24,2019,7.83,"['Drama', 'Music', 'Sci-Fi']",hopeful,low,slow,teen_adult,music_friendship_ai,future_mars,beautiful,81
Beck: Mongolian Chop Squad,26,2004,8.3,"['Drama', 'Music', 'Slice of Life']",realistic,medium,medium,mature,rock_band_coming_of_age,modern_japan,gritty,79
Kids on the Slope,12,2012,8.3,"['Drama', 'Music', 'Romance']",jazzy,medium,medium,teen_adult,jazz_friendship_love,60s_japan,retro_vibe,78
Nodame Cantabile,45,2007,8.3,"['Comedy', 'Music', 'Romance', 'Slice of Life']",classical,medium,medium,teen_adult,classical_music_love_growth,music_conservatory,unique,82
Tari Tari,13,2012,7.2,"['Music', 'Slice of Life']",choir,low,slow,teen,choir_friendship_high_school,modern_school,beautiful,75
Sound! Euphonium,26,2015,8.1,"['Drama', 'Music', 'Slice of Life']",band,medium,medium,teen,concert_band_dedication_friendship,modern_school,kyoto_animation,84
Liz and the Blue Bird,1,2018,8.2,"['Drama', 'Music']",intimate,medium,slow,teen,friendship_fairytale_music,modern_school,kyoto_animation,81
Forest of Piano,24,2018,7.2,"['Drama', 'Music']",piano,medium,medium,teen,piano_talent_rivalry,international,cgi_piano,74
Paripi Koumei (Ya Boy Kongming!),12,2022,8.1,"['Comedy', 'Music', 'Isekai']",upbeat,low,medium,teen_adult,reincarnation_music_strategy,modern_tokyo,vibrant,85
Healer Girl,12,2022,6.8,"['Music', 'Fantasy', 'Slice of Life']",healing,low,slow,family,healing_music_medical,fantasy_world,soft,69
Vivy: Fluorite Eye's Song,13,2021,8.37,"['Sci-Fi', 'Action', 'Music']",thrilling,high,fast,mature,ai_humanity_time_travel,future_earth,sleek,84
Listeners,12,2020,5.6,"['Action', 'Mecha', 'Music', 'Sci-Fi']",music_mecha,medium,medium,teen,rock_music_mecha_journey,post_apocalyptic,standard,62
Selection Project,13,2021,6.7,"['Music', 'Drama']",idol_survival,low,medium,teen,idol_competition_reality_show,idol_dormitory,standard,68
Fuuka,12,2017,6.5,"['Drama', 'Music', 'Romance']",controversial,medium,medium,teen,band_romance_tragedy,modern_school,standard,76
Anonymous Noise,12,2017,6.7,"['Music', 'Romance', 'Drama']",love_triangle,low,medium,teen,music_unrequited_love,modern_school,shoujo,75
Interviews with Monster Girls,12,2017,7.5,"['Comedy', 'Slice of Life', 'Supernatural']",wholesome,low,slow,teen,demi_humans_school_life_acceptance,modern_school,cute,82
Restaurant to Another World,24,2017,7.4,"['Fantasy', 'Slice of Life']",delicious,low,episodic,family,food_fantasy_isekai_door,fantasy_world_restaurant,soft,81
Isekai Izakaya "Nobu",24,2018,7.2,"['Fantasy', 'Slice of Life']",food,low,episodic,family,food_fantasy_japanese_pub,fantasy_world_izakaya,simple,76
Kakuriyo: Bed & Breakfast for Spirits,26,2018,7.4,"['Supernatural', 'Romance', 'Slice of Life']",food,low,medium,teen,spirits_cooking_romance,spirit_realm,shoujo,79
Today's Menu for the Emiya Family,13,2018,7.8,"['Slice of Life', 'Comedy', 'Fantasy']",cozy_fate,low,slow,family,cooking_fate_characters_peaceful,modern_fuyuki,soft,80
Flying Witch,12,2016,7.6,"['Slice of Life', 'Supernatural']",relaxing,low,very_slow,family,witch_rural_life_family,modern_aomori,soft,79
Is the Order a Rabbit?,36,2014,7.4,"['Slice of Life', 'Comedy']",cute,low,very_slow,teen,cafe_cute_girls_friendship,european_town,moe,80
Gochuumon wa Usagi Desu ka? (Is the order a rabbit?),36,2014,7.4,"['Slice of Life', 'Comedy']",cute,low,very_slow,teen,cafe_cute_girls_friendship,european_town,moe,80
Kiniro Mosaic,24,2013,7.3,"['Slice of Life', 'Comedy']",cute,low,very_slow,teen,england_japan_friendship_school,modern_school,moe,78
Yuyushiki,12,2013,7.1,"['Slice of Life', 'Comedy']",cute,low,very_slow,teen,data_processing_club_comedy,modern_school,moe,74
Gabriel DropOut,12,2017,7.2,"['Comedy', 'Slice of Life', 'Supernatural']",slacker,low,medium,teen,angels_demons_slacking_school,modern_school,cute,83
Himouto! Umaru-chan,24,2015,7.0,"['Comedy', 'Slice of Life']",slacker,low,medium,teen,otaku_slacker_sibling,modern_apartment,cute,85
Wataten!: An Angel Flew Down to Me,12,2019,6.9,"['Slice of Life', 'Comedy']",loli,low,slow,teen_adult,cute_girls_lolicon_undertones,modern_japan,cute,77
Mitsuboshi Colors,12,2018,6.9,"['Slice of Life', 'Comedy']",kids,low,episodic,family,kids_protecting_town_comedy,ueno_tokyo,colorful,73
Strawberry Marshmallow,12,2005,7.3,"['Slice of Life', 'Comedy']",cute,low,slow,teen,cute_kids_comedy_older_sister,modern_japan,moe,75
Minami-ke,52,2007,7.5,"['Slice of Life', 'Comedy']",three_sisters,low,medium,teen,sisters_family_comedy_school,modern_japan,varies,76
Hidamari Sketch,50,2007,7.6,"['Slice of Life', 'Comedy']",art_school,low,slow,teen,art_school_friendship_daily_life,art_school_dorm,shaft,74
The Helpful Fox Senko-san,12,2019,7.2,"['Slice of Life', 'Comedy', 'Supernatural']",fluffy,low,slow,teen_adult,pampering_fox_demigod_healing,modern_apartment,soft,82
Sleepy Princess in the Demon Castle,12,2020,7.6,"['Slice of Life', 'Comedy', 'Fantasy']",sleep,low,episodic,teen,kidnapped_princess_sleep_comedy,demon_castle,cute,80
Dragon Goes House-Hunting,12,2021,6.5,"['Slice of Life', 'Comedy', 'Fantasy']",house_hunting,low,episodic,teen,weak_dragon_real_estate,fantasy_world,standard,72
The Great Jahy Will Not Be Defeated!,20,2021,7.0,"['Slice of Life', 'Comedy', 'Supernatural']",jahy-sama,low,medium,teen,demon_lord_restoration_poverty,modern_japan,cute,78
Jashin-chan Dropkick (Dropkick on My Devil!),35,2018,6.8,"['Slice of Life', 'Comedy', 'Supernatural']",slapstick,low,episodic,teen,demon_summoning_violent_comedy,modern_japan,cute,75
TONIKAWA: Over The Moon For You,24,2020,7.8,"['Comedy', 'Romance', 'Slice of Life']",wholesome_marriage,low,medium,teen_adult,marriage_love_mystery,modern_japan,cute,89
The Angel Next Door Spoils Me Rotten,12,2023,7.5,"['Romance', 'Slice of Life']",diabetic,low,slow,teen,neighbors_romance_pampering,modern_school,soft,85
The Duke of Death and His Maid,24,2021,7.5,"['Comedy', 'Romance', 'Supernatural']",touch,low,medium,teen_adult,curse_romance_touch,fantasy_mansion,cgi,81
Science Fell in Love, So I Tried to Prove It,24,2020,7.3,"['Comedy', 'Romance']",scientific,medium,medium,teen_adult,science_love_experiments,university_lab,standard,84
Komi Can't Communicate,24,2021,7.9,"['Comedy', 'Slice of Life']",communication,low,slow,teen,social_anxiety_friendship_100_friends,modern_school,beautiful,90
Aharen-san wa Hakarenai,12,2022,7.5,"['Comedy', 'Slice of Life']",indecipherable,low,slow,teen,distance_friendship_comedy,modern_school,cute,82
Shikimori's Not Just a Cutie,12,2022,7.0,"['Comedy', 'Romance', 'Slice of Life']",cool_girlfriend,low,medium,teen,role_reversal_romance,modern_school,vibrant,83
Call of the Night,13,2022,7.8,"['Romance', 'Supernatural']",night,medium,slow,teen_adult,insomnia_vampires_nightlife,modern_city_at_night,stylish,86
The Way of the Househusband,15,2021,7.2,"['Comedy', 'Slice of Life']",ex_yakuza,low,very_fast,teen_adult,yakuza_househusband_comedy,modern_japan,motion_comic,85
Thermae Romae Novae,11,2022,7.0,"['Comedy', 'Historical', 'Slice of Life']",bathhouse,low,episodic,teen_adult,ancient_rome_japanese_baths,ancient_rome_modern_japan,standard,74
Kotaro Lives Alone,10,2022,8.2,"['Comedy', 'Drama', 'Slice of Life']",heartbreaking,medium,slow,mature,child_neglect_community_found_family,modern_apartment,simple,83
Ranking of Kings,23,2021,8.8,"['Fantasy', 'Adventure']",inspiring,medium,medium,family,strength_kindness_prejudice,fairytale_fantasy,picture_book,89
ODDTAXI,13,2021,8.69,"['Mystery']",dialogue_driven,high,slow,mature,mystery_secrets_modern_life,anthropomorphic_tokyo,simple,82
Vivy: Fluorite Eye's Song,13,2021,8.37,"['Sci-Fi', 'Action', 'Music']",thrilling,high,fast,mature,ai_humanity_time_travel,future_earth,sleek,84
To Your Eternity,40,2021,8.41,"['Drama', 'Fantasy', 'Supernatural']",emotional,medium,slow,mature,immortality_humanity_loss,various_fantasy,clean,86
Wonder Egg Priority,12,2021,7.8,"['Drama', 'Fantasy', 'Suspense']",symbolic,very_high,medium,mature,suicide_trauma_friendship,dream_world,vibrant,83
Horimiya: The Missing Pieces,13,2023,7.9,"['Romance', 'Slice of Life', 'Comedy']",more_chapters,low,episodic,teen,side_stories_high_school_love,modern_school,clean,90
My Happy Marriage,12,2023,7.7,"['Romance', 'Supernatural', 'Historical']",romantic,medium,medium,teen_adult,arranged_marriage_supernatural_powers,meiji_era_fantasy,beautiful,85
Zom 100: Bucket List of the Dead,12,2023,7.7,"['Action', 'Comedy', 'Horror']",liberating,low,fast,mature,zombies_freedom_adulthood,post_apocalyptic_tokyo,colorful,88
Hell's Paradise,13,2023,7.9,"['Action', 'Adventure', 'Fantasy']",dark,medium,fast,mature,immortality_redemption_survival,mythical_island,vibrant,89
The Apothecary Diaries,24,2023,8.7,"['Drama', 'Mystery', 'Historical']",deductive,medium,medium,mature,medicine_poison_mystery,ancient_china_inspired,beautiful,91
Undead Unluck,24,2023,7.8,"['Action', 'Comedy', 'Supernatural']",chaotic,medium,fast,teen,negators_unluck_comedy,modern_world,dynamic,84
Pluto,8,2023,8.8,"['Sci-Fi', 'Mystery', 'Suspense']",thought_provoking,very_high,slow,mature,robot_rights_grief_war,futuristic_world,modern_classic,88
Scott Pilgrim Takes Off,8,2023,8.2,"['Action', 'Comedy', 'Romance']",reimagined,medium,fast,mature,love_video_games_reconciliation,toronto,science_saru,86
Onmyoji,13,2023,6.8,"['Action', 'Historical', 'Supernatural']",classic_tale,medium,medium,mature,demons_onmyoji_friendship,heian_japan,stylized_cgi,70
Good Night World,12,2023,7.1,"['Sci-Fi', 'Action', 'Drama']",dysfunctional,high,medium,mature,family_vrmmorpg_reality,virtual_world_real_world,standard_cgi,73
Delicious in Dungeon,24,2024,8.5,"['Fantasy', 'Comedy', 'Adventure']",dungeon_cooking,low,medium,teen_adult,dungeon_crawl_cooking_monsters,fantasy_dungeon,trigger,89
Solo Leveling,12,2024,8.4,"['Action', 'Fantasy']",power_fantasy,low,fast,teen,hunters_leveling_up_power,modern_korea,sleek,93
A Sign of Affection,12,2024,8.0,"['Romance', 'Slice of Life']",sweet,low,slow,teen_adult,deafness_love_communication,modern_university,soft,86
The Dangers in My Heart,25,2023,8.3,"['Comedy', 'Romance', 'Slice of Life']",wholesome,low,medium,teen,middle_school_romance_growth,modern_school,standard,87
Brave Bang Bravern!,12,2024,7.2,"['Action', 'Mecha', 'Comedy']",unexpected,medium,fast,teen_adult,super_robot_parody_war,modern_military,obari,75
Metallic Rouge,13,2024,6.7,"['Action', 'Sci-Fi']",noir_sci_fi,medium,medium,mature,androids_identity_murder,future_mars,stylish,72
Ishura,12,2024,6.9,"['Action', 'Fantasy']",tournament,high,fast,mature,battle_royale_overpowered_chars,fantasy_world,dark,76
Sasaki and Peeps,12,2024,6.8,"['Fantasy', 'Slice of Life', 'Comedy', 'Isekai']",multi_genre,medium,medium,mature,isekai_magic_corporate_life,modern_japan_fantasy_world,standard,74
Mashle: Magic and Muscles,24,2023,7.7,"['Action', 'Comedy', 'Fantasy']",parody,low,fast,teen,muscles_vs_magic_parody,magic_academy,standard,88
Rurouni Kenshin (2023),24,2023,7.6,"['Action', 'Adventure', 'Romance']",faithful,medium,medium,teen_adult,remake_samurai_redemption,meiji_era_japan,modern,82
Trigun Stampede,12,2023,7.7,"['Sci-Fi', 'Action', 'Adventure']",reimagined,medium,fast,mature,brotherhood_humanity_past,space_western,modern_cgi,83
Urusei Yatsura (2022),46,2022,7.5,"['Comedy', 'Romance', 'Sci-Fi']",modernized,low,episodic,teen,remake_alien_love_comedy,modern_japan,vibrant,80
Tokyo Revengers,37,2021,7.8,"['Action', 'Drama', 'Supernatural']",time_leap,medium,medium,teen,gangs_time_travel_redemption,modern_tokyo,stylized,91
Blue Period,12,2021,8.0,"['Drama', 'Slice of Life']",artistic,medium,slow,teen_adult,art_passion_self_discovery,art_school,realistic,83
Link Click,23,2021,8.6,"['Drama', 'Supernatural', 'Suspense']",emotional,high,episodic,mature,time_travel_photography_consequences,modern_china,clean,87
Heaven Official's Blessing,23,2020,8.3,"['Adventure', 'Fantasy', 'Romance']",epic_romance,medium,slow,teen_adult,gods_ghosts_love,ancient_china_inspired,beautiful,85
